account_iban,reason,amount,sender_country,receiver_country
SE8902JWXW28958053475452,outgoing,39202.31,Sweden,Germany
SE8902LUYC21483942556730,incoming,15501.93,Sweden,Benin
GB29OZLY33350229021471,incoming,2298.05,Spain,Sweden
GB13DOJP70224216442087,outgoing,6343.61,Bahrain,Sweden
GB83KGBV67165863034595,outgoing,37734.19,Sudan,Sweden
GB47VKJQ12897789732095,incoming,39445.38,Cambodia,Sweden
GB13CAET31515499454788,outgoing,16985.41,Saint Pierre and Miquelon,Sweden
GB50BYXV19258618819583,incoming,45163.98,Montserrat,Sweden
SE8902ZPHS02086856755015,incoming,13454.35,Sweden,Luxembourg
SE8902XUYH86436254539837,incoming,44757.4,Sweden,Belgium
SE8902KMXN52564213381947,outgoing,35977.57,Sweden,Papua New Guinea
SE8902VSPR33562992730471,outgoing,13831.95,Sweden,Germany
SE8902FGIY23117081354016,incoming,2792.11,Sweden,Norway
SE8902GBSN65881879746261,outgoing,37251.52,Sweden,Gabon
SE8902MAVP99765805035027,outgoing,30307.39,Sweden,Saudi Arabia
SE8902REOE84824920257605,incoming,44987.9,Sweden,Guinea
SE8902TMAZ51468626641221,outgoing,39295.88,Sweden,Estonia
SE8902LEIQ16043588196306,outgoing,3841.2,Sweden,Estonia
SE8902MQMR87651444736111,outgoing,15796.62,Sweden,Dominica
SE8902XJXJ66998115817653,incoming,34176.93,Sweden,Norway
GB04GULC96151585646195,incoming,38408.24,Georgia,Sweden
GB15COVP99526584630507,incoming,20786.61,Malta,Sweden
SE8902KLMT84633622382072,outgoing,19166.79,Sweden,Madagascar
GB63TBWT02107674857799,incoming,38767.79,Poland,Sweden
GB12UBXC23024010689354,incoming,33360.28,Belgium,Sweden
SE8902TDQR72645888062798,outgoing,47971.82,Sweden,Norway
SE8902BADP38378986803145,outgoing,41566.48,Sweden,Norway
GB87QOPD70255224323467,incoming,5138.18,New Caledonia,Sweden
SE8902ORRS48118816092087,outgoing,9447.38,Sweden,Mauritius
SE8902GREW10972860106946,outgoing,32289.21,Sweden,Monaco
GB25HQZG52164747865892,incoming,18804.75,Czech Republic,Sweden
SE8902PFUA65955298845159,outgoing,20775.61,Sweden,Korea
SE8902STMW83870980133580,incoming,7662.37,Sweden,North Macedonia
SE8902TCIS05326189768955,incoming,38948.53,Sweden,Yemen
SE8902FKMU98532754573323,outgoing,28429.1,Sweden,Mali
SE8902TMSX38474464548691,incoming,37774.67,Sweden,Finland
SE8902SUFL84984390436207,outgoing,43780.85,Sweden,Costa Rica
SE8902GZRH81686967761778,incoming,44242.14,Sweden,Estonia
GB67AANN51245410272924,incoming,26847.56,Sri Lanka,Sweden
SE8902NPHM95440604719066,outgoing,24986.25,Sweden,Lesotho
GB48OEGE12237985566986,outgoing,128.82,Norway,Sweden
SE8902YIXR29588609244770,outgoing,18689.89,Sweden,Island
GB69KUSZ11701524842028,outgoing,3704.62,Denmark,Sweden
GB91SDFO23909331048708,incoming,24447.55,Bahamas,Sweden
GB34ZHFS12166782911040,outgoing,45945.84,United States of America,Sweden
GB10WBJW37982873409961,outgoing,37482.86,South Georgia and the South Sandwich Islands,Sweden
SE8902FEUM16554377486070,outgoing,39451.65,Sweden,Island
SE8902PVRO74801343887399,outgoing,37517.58,Sweden,Germany
GB96OGTY82268755854503,outgoing,1737.15,Finland,Sweden
GB09RHXW36906362667097,outgoing,43758.06,Guam,Sweden
SE8902RATJ14504736298199,outgoing,11018.29,Sweden,Saint Vincent and the Grenadines
GB34TOQT66129874139215,outgoing,29012.29,United Arab Emirates,Sweden
GB61RGHR73521269883988,outgoing,46921.89,Oman,Sweden
GB62XGBY54955108734879,outgoing,12489.06,Botswana,Sweden
GB51DGBY12023787748985,outgoing,32771.57,Indonesia,Sweden
SE8902JOAA73203338391811,incoming,3697.27,Sweden,Czech Republic
SE8902LACW59549122762926,incoming,31991.82,Sweden,Norway
SE8902UTKC76119475507073,outgoing,48772.65,Sweden,Poland
SE8902ZMRY06748088512775,incoming,13713.94,Sweden,Island
GB89FUVP22190071789176,outgoing,28026.56,Paraguay,Sweden
SE8902CEKC27544305100945,incoming,25578.66,Sweden,Vanuatu
GB61RNEH79674641473260,incoming,29040.82,,Sweden
GB89OBMJ12724569604881,outgoing,48123.85,Holy See (Vatican City State),Sweden
SE8902BFKJ67373461094245,outgoing,10853.09,Sweden,Senegal
GB47DRVL75521122350610,outgoing,23655.64,Ethiopia,Sweden
SE8902JPEZ29549435970218,outgoing,25814.16,Sweden,Finland
GB85VPSD15374599736884,outgoing,3504.38,Lao People's Democratic Republic,Sweden
SE8902JTWL04765331104215,outgoing,46466.15,Sweden,Christmas Island
SE8902BWOT03489901672599,outgoing,17553.9,Sweden,Denmark
GB50PZQP53760436758422,incoming,23147.85,Antigua and Barbuda,Sweden
GB88BXNI59655060943734,incoming,38055.41,Sri Lanka,Sweden
GB80TTNX77779791525877,incoming,34460.13,Christmas Island,Sweden
SE8902MSKS70942503348697,incoming,34322.59,Sweden,Iran
GB37UMIA29243091077240,incoming,15759.48,Montserrat,Sweden
GB89YBEO46913856203805,incoming,8201.52,Zambia,Sweden
GB82PQWM25950256188844,outgoing,48397.62,Fiji,Sweden
GB91IIOF11909341159240,outgoing,1449.9,Germany,Sweden
SE8902AVGD46528407389614,outgoing,27218.03,Sweden,Tajikistan
SE8902SVQW25123995841385,incoming,45553.74,Sweden,Iraq
SE8902VCAD18253035606269,outgoing,35045.02,Sweden,Estonia
GB57VHDB46799259609611,incoming,19666.46,Niger,Sweden
SE8902FWHV93976568931219,incoming,43208.8,Sweden,Maldives
SE8902FNVL25969348892346,incoming,14751.16,Sweden,Wallis and Futuna
GB14HBAU31704965748328,outgoing,14985.06,Myanmar,Sweden
GB34WELJ96294470195158,outgoing,3466.25,Slovenia,Sweden
GB08SKZG81660016182823,incoming,26811.54,Estonia,Sweden
SE8902UPMV66415672183575,incoming,36278.24,Sweden,Poland
GB17HABM38288710927126,outgoing,26338.11,Island,Sweden
GB05OJTH80284952242531,incoming,22088.01,Norway,Sweden
SE8902BTKI53390685216432,incoming,49935.51,Sweden,Poland
GB98PAZT10272189506713,outgoing,24558.64,Venezuela,Sweden
SE8902UZYG74951512780315,outgoing,35507.32,Sweden,Eritrea
SE8902EJYN15169896233918,outgoing,44958.61,Sweden,Jersey
GB05RGSE39829088714375,outgoing,3038.68,Tunisia,Sweden
SE8902KWRS27148391651848,incoming,14743.75,Sweden,Myanmar
GB34FOZA97437172486536,outgoing,39707.56,Tunisia,Sweden
SE8902NNNO44225102810397,incoming,519.05,Sweden,Finland
GB27NMOC83225868008699,outgoing,6566.1,Germany,Sweden
GB75VTUC36851337918988,outgoing,8992.55,Jordan,Sweden
SE8902CKLN78195298715336,outgoing,15455.55,Sweden,San Marino
SE8902DSLW17149818922650,incoming,24871.48,Sweden,Peru
SE8902SNGW19711846882889,outgoing,29243.31,Sweden,Cameroon
GB16HNCQ67747663001909,outgoing,36057.9,Finland,Sweden
GB51EGPJ94994569288192,incoming,48391.99,Georgia,Sweden
SE8902MORC95963771559704,outgoing,7393.99,Sweden,Saint Helena
GB36GPDL50860956156905,incoming,7097.38,Germany,Sweden
GB39PKEK14642405051224,outgoing,20426.06,Holy See (Vatican City State),Sweden
GB02NQOL59226732611644,incoming,23028.81,Island,Sweden
GB63ERIX27823145793659,incoming,32040.65,Norway,Sweden
GB10QLCJ68834812416149,outgoing,8113.08,Hong Kong,Sweden
SE8902EBQG46394645816502,incoming,15369.42,Sweden,Somalia
SE8902SPMV06240825225975,incoming,21439.06,Sweden,Korea
GB74WOAA25667272319543,incoming,22000.29,Guernsey,Sweden
SE8902KSGB25510595835295,incoming,5696.71,Sweden,Mauritius
SE8902DWZI85436013187521,outgoing,37411.39,Sweden,Puerto Rico
GB28THJY97983296272672,outgoing,39667.71,,Sweden
SE8902DQLW24559347520043,outgoing,21227.07,Sweden,Island
GB14XXKQ26372969116897,incoming,4983.08,Mexico,Sweden
SE8902HLML76292022524770,incoming,34259.26,Sweden,Greece
GB54WJPW32990877993350,outgoing,12996.16,Spain,Sweden
GB30TRPG74856707786037,incoming,20221.59,Poland,Sweden
GB47WVCT48444886289117,outgoing,11595.88,Romania,Sweden
SE8902SVVA72606563438599,incoming,34175.9,Sweden,Poland
GB97AEQT53732265372271,incoming,31014.97,Austria,Sweden
SE8902TVVW07944483518187,outgoing,1275.08,Sweden,Island
GB35OPDP96049875469544,outgoing,49565.22,Madagascar,Sweden
SE8902SNNM24012074185591,incoming,32712.7,Sweden,Poland
GB28WFJZ85743503901593,outgoing,4132.26,Bouvet Island (Bouvetoya),Sweden
GB65NRCK25808956930850,outgoing,2121.45,Myanmar,Sweden
GB66TQSH26321831077697,incoming,47864.16,Turkey,Sweden
GB60DHIJ30743502717054,outgoing,27398.39,Island,Sweden
SE8902YWYE88254254671994,incoming,11691.51,Sweden,Spain
GB87KWDB01693282454401,outgoing,6502.51,Japan,Sweden
GB49IFYJ13623894852718,outgoing,39489.8,Poland,Sweden
SE8902YHPG83168569237782,incoming,12715.66,Sweden,Bermuda
GB21TCNG44423849310875,incoming,30103.85,Island,Sweden
GB38UEOS40799504081020,incoming,28139.35,Macao,Sweden
SE8902VJHZ33855900402507,outgoing,4251.44,Sweden,Kyrgyz Republic
SE8902GJEV19959770508700,outgoing,45405.45,Sweden,Finland
SE8902SVVA72606563438599,incoming,43234.16,Sweden,Estonia
SE8902OCQK11725418237602,outgoing,47349.45,Sweden,Norway
SE8902BWOT03489901672599,incoming,20916.34,Sweden,Estonia
SE8902CMWE25531271390672,outgoing,44764.31,Sweden,Guinea
SE8902QDDZ01493266009705,incoming,21143.63,Sweden,Finland
GB31MFJN98005879855406,outgoing,18569.15,Samoa,Sweden
SE8902KWGC09517167288801,outgoing,2279.82,Sweden,Tajikistan
SE8902LVSQ11356198112962,incoming,42684.72,Sweden,Bahamas
GB71WPJZ56047278611697,incoming,33611.31,Hungary,Sweden
SE8902XFEK65570601507823,incoming,9586.19,Sweden,Mozambique
GB05DNNM17619293664209,incoming,20614.4,,Sweden
GB60ZGME28252741192977,outgoing,7933.61,Malaysia,Sweden
GB32VUMX95895716638403,incoming,38941.16,Zambia,Sweden
GB34MRGF03535089153593,outgoing,16810.24,Finland,Sweden
GB55UFOC69984951763653,outgoing,40374.38,Cyprus,Sweden
GB98SHCZ43751304623775,incoming,43020.03,Ireland,Sweden
SE8902KMRD06713970744337,incoming,6105.08,Sweden,Chad
SE8902LUYC21483942556730,outgoing,13388.44,Sweden,Palau
SE8902XNEE54146257506129,outgoing,45571.12,Sweden,Hong Kong
GB27ZLLQ35643793615556,incoming,10672.59,Poland,Sweden
SE8902OTGT26923733226539,outgoing,44022.06,Sweden,Croatia
SE8902MEJF62740560811988,incoming,45301.86,Sweden,Island
SE8902TNEQ21759041931830,outgoing,4403.46,Sweden,Finland
SE8902FZSN55947389902845,outgoing,43225.61,Sweden,Hungary
GB49EBJJ71390907549731,outgoing,21437.74,Niger,Sweden
SE8902ROXJ87709608865856,outgoing,12129.18,Sweden,Norway
GB07BGCM48666166687148,outgoing,8871.73,Latvia,Sweden
GB69SIBY40289675020228,outgoing,8255.67,Lebanon,Sweden
GB64IFEK59315454488888,incoming,6254.56,Island,Sweden
SE8902OGIL87909531470185,outgoing,2190.61,Sweden,Falkland Islands (Malvinas)
GB11LGOH06598388512692,incoming,49259.66,French Polynesia,Sweden
SE8902VXBW13958908779060,incoming,16877.76,Sweden,Central African Republic
SE8902CHSI75448480838708,outgoing,21215.97,Sweden,Peru
SE8902KMMG56349206484127,incoming,16104.02,Sweden,Poland
SE8902UXKG57479907330381,outgoing,43811.3,Sweden,Estonia
GB85RJNG40737524461581,outgoing,35771.87,Denmark,Sweden
SE8902EVCJ18582465780769,incoming,31489.29,Sweden,Germany
GB37USLQ75245852105913,incoming,36663.44,Greece,Sweden
GB97CETK05759135924876,incoming,37599.79,Island,Sweden
SE8902NIIB74522467804955,outgoing,27703.29,Sweden,New Caledonia
GB09BFMG29086872962241,outgoing,15236.35,Angola,Sweden
SE8902AHVW14609154839055,outgoing,26805.5,Sweden,Estonia
GB41QCGD68919530780571,incoming,7857.8,Finland,Sweden
GB36KZGI25457157559560,incoming,47403.52,Wallis and Futuna,Sweden
SE8902CNUK05592418774943,incoming,8495.07,Sweden,French Southern Territories
GB08SSRG67122478359069,incoming,39982.79,Germany,Sweden
GB20SXHR96889793569083,outgoing,45407.06,Norway,Sweden
SE8902OIOG12978777374762,outgoing,31784.16,Sweden,Finland
GB58SDWK16574229127168,incoming,1574.71,Nepal,Sweden
SE8902TSIH97788635751412,incoming,7223.94,Sweden,Kenya
SE8902YUBQ50433561046806,incoming,22117.76,Sweden,Estonia
SE8902MTEW80340871788369,incoming,46111.15,Sweden,Estonia
GB86XWDI55803346660659,outgoing,20822.38,Kuwait,Sweden
SE8902SSZA54290319483676,incoming,25292.55,Sweden,Germany
GB61AIJF86142750914106,incoming,33980.37,China,Sweden
SE8902UXKG57479907330381,incoming,37808.62,Sweden,Thailand
GB97QEPC64651497898596,incoming,40562.04,Norway,Sweden
SE8902NHEC01255630352421,outgoing,24182.43,Sweden,Sri Lanka
GB28LUJO08084018748644,incoming,21735.41,Norway,Sweden
GB41UQBG46659208798012,incoming,12115.13,Poland,Sweden
GB62PJUS44212982072923,incoming,37450.88,Estonia,Sweden
SE8902KMRD06713970744337,incoming,15712.65,Sweden,Myanmar
GB32CKYK85621508754221,outgoing,14611.66,Somalia,Sweden
SE8902MQZJ06643246897705,outgoing,33451.89,Sweden,Poland
GB44SIIW91825088797536,incoming,16605.23,Heard Island and McDonald Islands,Sweden
GB82FPCN58455792510882,outgoing,32498.41,Denmark,Sweden
GB92KFLZ45086685268001,incoming,41467.32,Guinea-Bissau,Sweden
SE8902EJVD58777899114942,outgoing,32299.03,Sweden,Russian Federation
SE8902ZJJI38537368499499,outgoing,36196.67,Sweden,Germany
GB90KJKZ03225454166691,incoming,24705.55,Tuvalu,Sweden
GB15BFDY43455631182587,outgoing,16516.17,United Kingdom,Sweden
SE8902EZER13441070597944,outgoing,49681.27,Sweden,Germany
SE8902MQKC26955141529313,incoming,33714.82,Sweden,Kuwait
GB29KDTI27595457341821,incoming,38548.11,Italy,Sweden
GB24ABQP04345649418783,incoming,32035.87,Nepal,Sweden
GB87GWDE45031255009971,incoming,14287.82,Saint Pierre and Miquelon,Sweden
GB54OYYR16230302353531,outgoing,29886.59,Sweden,
GB34AJWZ71487110534138,incoming,33201.26,Costa Rica,Sweden
SE8902WJRN19883673497555,outgoing,28770.41,Sweden,Bermuda
GB82ENJA88516914821807,outgoing,38922.43,Island,Sweden
GB74QEKL14478813231430,outgoing,47539.45,Angola,Sweden
SE8902KKUH06675943754803,incoming,14616.29,Sweden,Togo
GB06QNBI83981375651517,outgoing,16845.76,Bahrain,Sweden
SE8902PFUA65955298845159,outgoing,14155.43,Sweden,Hungary
GB14WHGJ50318651144628,incoming,34936.96,Suriname,Sweden
SE8902TJBO76009734317061,incoming,48452.35,Sweden,Bahamas
GB78WHIQ13876480029887,incoming,34135.49,Norway,Sweden
SE8902DGRO18476288845448,incoming,47735.01,Sweden,Christmas Island
SE8902SJTM65462604716724,outgoing,42484.43,Sweden,Denmark
SE8902NBIZ83446887518068,incoming,1849.24,Sweden,Costa Rica
SE8902UDAI89693707440786,incoming,21779.8,Sweden,Monaco
SE8902MINV17334030266764,incoming,37485.72,Sweden,Georgia
GB82QJVH66394979903981,incoming,23873.8,Moldova,Sweden
SE8902YREH60256445948405,incoming,4651.28,Sweden,Norway
SE8902GZRH81686967761778,incoming,32856.62,Sweden,Poland
SE8902WJJF53894909945600,incoming,42397.29,Sweden,Hong Kong
GB32DZVV54296695466542,incoming,22273.52,Puerto Rico,Sweden
SE8902WFUC02168045258799,outgoing,20652.74,Sweden,Dominica
SE8902JPPD16064860435781,outgoing,10763.36,Sweden,Estonia
GB11XUBI15831210573523,incoming,12881.97,Monaco,Sweden
GB21HLDO42279217324670,incoming,7313.65,Greenland,Sweden
SE8902JYVV72673862515999,incoming,31201.57,Sweden,Venezuela
SE8902EHQT53687871208531,incoming,30609.4,Sweden,Angola
SE8902EQYQ41081582080415,incoming,33964.75,Sweden,Reunion
GB29GHFE01908283163011,outgoing,8801.26,Liechtenstein,Sweden
SE8902BNCT48612177889839,incoming,20833.51,Sweden,Mozambique
SE8902YIAD46040982190137,incoming,16663.96,Sweden,Zambia
SE8902TDHG03930597785173,incoming,11359.05,Sweden,Cambodia
SE8902ZQTF23438409122635,incoming,47309.9,Sweden,Poland
SE8902UNVY51069080799808,outgoing,28975.14,Sweden,Denmark
SE8902WRAH16184147348462,incoming,5052.31,Sweden,Singapore
SE8902TNEQ21759041931830,outgoing,42611.53,Sweden,Cocos (Keeling) Islands
SE8902KLES25420753966546,incoming,28121.51,Sweden,Norway
SE8902MMNV35784660404948,outgoing,16976.6,Sweden,Turkey
GB98WWVU53104352450735,outgoing,42242.39,Iraq,Sweden
SE8902TMVQ62559128130402,incoming,33306.16,Sweden,United Arab Emirates
SE8902VXBW13958908779060,incoming,9000.35,Sweden,Estonia
SE8902MMZN38846965231738,incoming,6541.97,,Peru
SE8902TBKW34062991571482,outgoing,45803.29,Sweden,Malta
SE8902TDWF15245617438533,incoming,48033.0,Sweden,Niger
GB20QRKY59530729230358,incoming,49561.17,Mauritania,Sweden
GB23PGFV26714382481998,outgoing,40073.12,Belize,Sweden
SE8902MCEV93618355713025,outgoing,27249.95,Sweden,Isle of Man
SE8902DTWL15581241936252,outgoing,14293.19,Sweden,Bahrain
SE8902XJAN35723200835220,outgoing,38167.6,Sweden,Germany
SE8902PGNT42361129672323,outgoing,6104.37,Sweden,Mongolia
GB10RCGJ10975865917704,incoming,17084.49,Norway,Sweden
GB31YCCV26161261006101,outgoing,19809.64,Somalia,Sweden
GB95OHDU85670901387505,incoming,35357.41,Guatemala,Sweden
SE8902QBFU77974903239810,incoming,365.45,Sweden,Kyrgyz Republic
SE8902ASFC38684084271407,incoming,45858.4,Sweden,Jamaica
GB11LUPU00729527722687,outgoing,13210.59,Congo,Sweden
SE8902NEKM17238713453074,outgoing,18077.27,Sweden,Equatorial Guinea
SE8902NDNE36671961231780,incoming,34316.54,Sweden,Kenya
GB07IRGH36706772302863,incoming,18727.68,Gambia,Sweden
GB15TEWP09346066515990,outgoing,6216.73,Bermuda,Sweden
GB39SGHX09424174211243,outgoing,27253.05,Georgia,Sweden
SE8902SPMV06240825225975,incoming,37329.69,Sweden,Peru
SE8902AZOB63571733972059,incoming,17878.7,Sweden,Denmark
GB70QEJM40522368085530,outgoing,28177.99,Fiji,Sweden
GB11ZPUE84726982909286,incoming,24428.7,Cameroon,Sweden
GB81DOCN54179998513120,outgoing,22299.0,Estonia,Sweden
SE8902HNLH30212836252481,outgoing,11349.78,Sweden,Island
GB68YAUV89812843812443,incoming,14529.59,Tokelau,Sweden
SE8902XFEK65570601507823,incoming,8733.81,Sweden,Falkland Islands (Malvinas)
GB17UNOH35328504598061,outgoing,33336.05,New Caledonia,Sweden
SE8902SYOK34574595890962,outgoing,31578.42,Sweden,Samoa
GB46IBGJ48991052803740,incoming,21035.94,Rwanda,Sweden
GB53BSZE01369107336772,outgoing,3534.79,Turks and Caicos Islands,Sweden
GB49PYFR75184979820643,outgoing,40577.26,Estonia,Sweden
GB98YFZD73355319400074,outgoing,29244.67,Hong Kong,Sweden
SE8902IDIO78110702344946,incoming,26820.23,Sweden,Cote d'Ivoire
SE8902EOQK87745075861922,incoming,18032.28,Sweden,Norway
SE8902RNLY55461931214075,outgoing,31501.15,Sweden,Norway
GB35RNWO97024737958098,outgoing,32177.4,Norway,Sweden
GB36KOVQ87278031728339,incoming,33603.82,,Sweden
GB44KSXR09613322019832,incoming,23415.7,Kenya,Sweden
GB23SMMB45809465810585,outgoing,6002.3,Cambodia,Sweden
SE8902WWYX14350160073945,outgoing,15482.16,Sweden,Niue
SE8902TDWF15245617438533,incoming,45005.36,Sweden,Bermuda
GB36PNJD34766093749964,outgoing,19533.03,,Sweden
GB41IELJ73133882723017,outgoing,47620.07,Sierra Leone,Sweden
SE8902PZDL59107473276443,outgoing,41453.86,Sweden,Gabon
GB05LSME01139251289943,outgoing,29490.45,Comoros,Sweden
SE8902GREW10972860106946,incoming,19501.63,Sweden,Mayotte
GB93HVHU12518566666709,outgoing,31568.16,Afghanistan,Sweden
SE8902VEIB72029945509184,outgoing,16905.65,Sweden,Guinea-Bissau
GB52OAKG67988797492201,incoming,24017.66,China,Sweden
SE8902GUKI33865782482701,outgoing,24160.35,Sweden,Norway
SE8902OSUM31787311714438,outgoing,46961.81,Sweden,French Guiana
GB10YMXB10158474364442,outgoing,35717.98,Malta,Sweden
SE8902HRWG83554443123395,incoming,48296.04,Sweden,Central African Republic
GB59RVNT79003531809320,incoming,6872.17,Albania,Sweden
GB34PBVF83780519681664,outgoing,2495.98,Bouvet Island (Bouvetoya),Sweden
SE8902JHMA69643058655073,outgoing,49304.07,Sweden,Suriname
SE8902WATX62152063702344,incoming,34868.27,Sweden,Finland
GB68OEKJ23510019045856,incoming,43912.01,Honduras,Sweden
SE8902GUBN02340962282734,incoming,34756.98,Sweden,Azerbaijan
GB75OMCR18846524702870,outgoing,19202.29,Svalbard & Jan Mayen Islands,Sweden
SE8902ZDMU73833226690524,outgoing,20022.89,Sweden,Portugal
GB22RSUS70831612069167,incoming,9213.77,Finland,Sweden
SE8902UGUU35326815762231,outgoing,6884.75,Sweden,Island
SE8902XCHA19919213751955,outgoing,658.44,Sweden,Slovenia
GB28DRZT98178052007371,outgoing,13283.51,Denmark,Sweden
SE8902XNTB41827621868449,outgoing,28993.68,Sweden,Estonia
GB14UBSK98530769922849,outgoing,17593.87,Island,Sweden
GB42QWYH63607532319836,incoming,40871.18,Azerbaijan,Sweden
GB56WIKZ40731918375979,incoming,42765.04,Aruba,Sweden
SE8902ZFFS54641169742438,incoming,21180.73,Sweden,Pakistan
SE8902BCJH45677202414984,incoming,7971.81,Sweden,Taiwan
GB26NBDW78844814134025,outgoing,33874.55,Finland,Sweden
SE8902TVVW07944483518187,outgoing,13567.24,Sweden,Finland
GB84LQYH16300847669776,incoming,16069.19,Poland,Sweden
SE8902ZUBS27912610124575,incoming,28569.85,Sweden,Estonia
SE8902MINV17334030266764,incoming,1375.01,Sweden,Norway
SE8902ZQSR31963404580039,outgoing,20840.31,Sweden,Poland
SE8902SABF96781999798332,incoming,28477.52,Sweden,Bhutan
SE8902CYPH60544976843583,incoming,12115.63,Sweden,Venezuela
SE8902DIGS61927513105237,incoming,22284.62,Sweden,Taiwan
SE8902RPNT79114466986103,incoming,24219.4,Sweden,Cape Verde
GB76PVUB19460621199520,outgoing,24044.8,Island,Sweden
GB58JJVR64646353452563,incoming,49336.67,India,Sweden
SE8902SRDG63581614639448,outgoing,44574.64,Sweden,Japan
GB78QDJK18972747105089,incoming,15611.4,Germany,Sweden
GB44GDJD05550700775297,outgoing,35141.18,Macao,Sweden
SE8902YCMH62501138405727,outgoing,6536.53,Sweden,French Guiana
GB03SKHL35388093111171,outgoing,24084.6,Poland,Sweden
SE8902WSHS28438837480311,incoming,6979.61,Sweden,China
GB87IVNM02508417887678,incoming,29961.28,Yemen,Sweden
SE8902IMEB42197421849807,outgoing,34393.21,Sweden,Estonia
GB89MPWE55609013137332,incoming,45553.69,Germany,Sweden
GB22VWRV10292178356118,incoming,19298.74,Belgium,Sweden
SE8902GOTA27808705650145,incoming,37944.71,Sweden,Peru
SE8902ZRRV53604198996393,incoming,11204.25,Sweden,Afghanistan
SE8902LJOL22570334014589,incoming,8010.64,Sweden,Faroe Islands
GB03LRFF91839264496150,incoming,10841.26,France,Sweden
GB97HMON95202865793645,outgoing,39744.92,Eritrea,Sweden
GB37MEFB85597705759332,outgoing,3975.77,Island,Sweden
GB73NWVJ69018227242002,outgoing,37085.34,Estonia,Sweden
SE8902UIXL22740523863004,outgoing,48841.87,Sweden,Fiji
SE8902IWYC64669423845053,incoming,15565.45,Sweden,Saudi Arabia
GB28VUDJ95496379402868,incoming,46048.35,Estonia,Sweden
SE8902AGTC76402704279286,incoming,12250.74,Sweden,Antigua and Barbuda
SE8902KPIO16227949467449,incoming,23871.66,Sweden,Peru
GB67IAZR26981283080319,outgoing,4793.11,Ghana,Sweden
GB66MUXT24899891490973,incoming,31733.61,Norway,Sweden
SE8902ZZYD33218163616915,outgoing,35824.24,Sweden,Brunei Darussalam
SE8902PTAF77843993668616,incoming,39604.72,Sweden,Brunei Darussalam
SE8902LEVI44801863486814,outgoing,15414.73,Sweden,Malta
SE8902EQDP30307774877765,incoming,24631.05,Sweden,Kenya
GB67STCA75091546007426,outgoing,46148.27,Tunisia,Sweden
GB27KGJU34433233530484,outgoing,11438.2,Guatemala,Sweden
GB43MPXY50468913201687,incoming,25700.32,Saudi Arabia,Sweden
SE8902ZZYD33218163616915,outgoing,36607.79,Sweden,Norway
SE8902VJUZ52218371196993,outgoing,15991.29,Sweden,Island
GB72RFDH23666433568854,outgoing,16383.37,Estonia,Sweden
SE8902VCAD18253035606269,incoming,23194.13,Sweden,Anguilla
GB68CFJW34018714443942,outgoing,12399.46,France,Sweden
GB92VRSV20839361130703,outgoing,34757.28,Ukraine,Sweden
SE8902WJDM26526890895791,outgoing,40890.63,Sweden,Chad
SE8902FCJT75375914520219,outgoing,3728.91,Sweden,Qatar
GB26TLEQ06247883409904,incoming,15689.73,Burundi,Sweden
SE8902BXQI23685027971551,incoming,23323.8,Sweden,Japan
GB63LEAJ88370471045694,outgoing,4693.51,Turks and Caicos Islands,Sweden
SE8902FQVQ38132937638029,outgoing,39406.57,Sweden,Denmark
GB48EFWW02751176709840,incoming,14091.62,Malaysia,Sweden
SE8902YZWC23724318974586,outgoing,5262.75,Sweden,Dominica
GB67NDWJ34802373738691,incoming,9649.88,Timor-Leste,Sweden
GB50YMWB50996211169867,outgoing,15477.79,Turks and Caicos Islands,Sweden
GB48BRCN25916966569128,incoming,28332.71,Island,Sweden
SE8902UYWH41914146129072,outgoing,2256.28,Sweden,Poland
GB54DTDZ85706883128955,outgoing,32177.2,Poland,Sweden
GB20IEVU38539123128649,incoming,29410.6,Pitcairn Islands,Sweden
GB69ISDA94069523454184,incoming,30792.37,Denmark,Sweden
GB70PCYU41334026010860,outgoing,18991.9,Micronesia,Sweden
GB26INVK18625538326116,incoming,39163.12,Chad,Sweden
SE8902RWKL37240797745939,incoming,46892.09,Sweden,Estonia
GB62UPGA65835593451281,incoming,48843.23,San Marino,Sweden
GB33YLWK84359397134378,incoming,3951.18,Norway,Sweden
SE8902MQTA07583386361028,outgoing,41053.18,Sweden,Belarus
GB73XARA35482366612865,outgoing,37314.79,Burkina Faso,Sweden
GB73CAKK30254471431289,outgoing,4145.78,Norway,Sweden
SE8902XVJQ62588665096343,incoming,33532.56,Sweden,Ukraine
SE8902ZEJN42200086959831,outgoing,42491.47,Sweden,Cayman Islands
SE8902SRLL43477163490964,incoming,7792.16,Sweden,Montenegro
SE8902YERF08265652105112,incoming,19304.22,Sweden,Christmas Island
SE8902JFLG01724285840236,incoming,5201.86,Sweden,Uzbekistan
GB67SJKF35518329271332,incoming,38022.76,Guinea-Bissau,Sweden
GB45RKVW32933697138951,outgoing,28165.09,Canada,Sweden
GB32RLIV02691279772263,incoming,10694.08,San Marino,Sweden
SE8902OYYC26878073615803,outgoing,6514.26,Sweden,Island
SE8902WMGQ92121042977797,outgoing,34551.34,Sweden,Estonia
SE8902YEDJ01205803951858,outgoing,6124.34,Sweden,Barbados
SE8902IOJE14304978072957,outgoing,9647.46,Sweden,Guernsey
SE8902TMVQ62559128130402,outgoing,21998.27,Sweden,France
GB52LZDF07894510826570,outgoing,4357.12,Panama,Sweden
