transaction_id,timestamp,amount,currency,sender_account,receiver_account,sender_country,sender_municipality,receiver_country,receiver_municipality,transaction_type,notes
94c54fbc-502f-418d-8c19-3ef266b74bb4,2025-04-09 13:06:00,42541.66,SEK,SE8902WJJF53894909945600,SE8902TZSS77431559302602,Sweden,Malmö,Sweden,Uddevalla,outgoing,Consulting fee
24e2ae16-f39f-46b6-aa1e-f30fa00a726f,2025-02-20 20:55:00,40086.03,SEK,SE8902NBJB19095650975525,SE8902EHTP72915274751435,Sweden,Borås,Sweden,Trollhättan,outgoing,Subscription fee
aacc1e2a-833c-43c3-bc25-daa791a869d6,2025-05-09 17:23:00,45749.22,SEK,SE8902VUUX56420531096812,SE8902UXKG57479907330381,Sweden,Helsingborg,Sweden,Stockholm,outgoing,Insurance payout
207558fb-72ad-43bd-8797-d8b9c9f59eee,2025-01-07 23:25:00,7665.02,SEK,SE8902ZJJI38537368499499,SE8902YORA10515982490383,Sweden,Trelleborg,Sweden,Helsingborg,incoming,Rent transfer
e912eb3d-960b-4ac4-a8df-9c9c454b5aba,2025-04-15 00:14:00,20179.96,SEK,SE8902YHDH55973704252760,SE8902LDPN73303918695424,Sweden,Malmö,Sweden,Halmstad,outgoing,Freelance project payment
b6dd2a51-bc38-45b2-8fe8-354145dc8b54,2025-04-22 13:26:00,34471.67,SEK,SE8902NRAS31362495279847,SE8902SJVO55654185313291,Sweden,Göteborg,Sweden,Borlänge,outgoing,Online purchase
eaceaefa-75e8-4e84-9366-8d223ddd2b4b,2025-02-03 11:17:00,27104.6,SEK,SE8902ABDS01701364961907,SE8902ZWKL91581622045409,Sweden,Lidköping,Sweden,Ängelholm,incoming,Salary payment
0e6cb4be-254f-4aa0-820e-3ef1ed69d495,2025-02-11 04:35:00,20074.37,SEK,SE8902QRLT89568280421783,SE8902UGUU35326815762231,Sweden,Trollhättan,Sweden,Södertälje,incoming,Consulting fee
975abe51-ee57-40cd-a387-ca6197ab3af0,2025-03-01 15:14:00,24763.57,SEK,SE8902ORRS48118816092087,SE8902AIOW62956716316259,Sweden,Eskilstuna,Sweden,Karlskrona,incoming,Freelance project payment
2144eb33-23bc-45a8-b59a-a4d65066b11d,2025-01-17 10:44:00,41561.22,SEK,SE8902FEOU83301563734443,SE8902HWHC81157429988113,Sweden,Stockholm,Sweden,Malmö,outgoing,Reimbursement for travel
d79a373c-175f-4ada-a8f4-38ba1e7ef2ba,2025-02-03 17:33:00,36486.74,SEK,SE8902WOTL92806947118912,SE8902RXQC04091454093931,Sweden,Växjö,Sweden,Ängelholm,outgoing,Reimbursement for travel
aee46f6f-87cb-4f46-8222-5e6329bac901,2025-02-16 19:13:00,16855.22,SEK,SE8902LQPT91446488103734,SE8902YXRL88472345282788,Sweden,Stockholm,Sweden,Uddevalla,incoming,Subscription fee
fb87d2cd-1710-43e5-ac1e-2735280108ad,2025-02-25 18:19:00,23292.46,SEK,SE8902YFRV85699768159258,SE8902BADO65968898453667,Sweden,Motala,Sweden,Uppsala,incoming,Reimbursement for travel
ba7a4865-79d2-45e5-9168-4f3eedcab2a4,2025-04-03 10:42:00,8193.65,SEK,SE8902WRRU80784544437204,SE8902MEJF62740560811988,Sweden,Trollhättan,Sweden,Malmö,outgoing,Consulting fee
ba80693d-360e-44d2-aaaf-1977fadbe34b,2025-05-07 16:01:00,380.75,SEK,SE8902LNMM65005427787530,SE8902THHW31823034276516,Sweden,Östersund,Sweden,Umeå,incoming,Rent transfer
3d8a0d38-586a-457d-b81e-2160c81fde7b,2025-08-29 00:49:00,14495.44,SEK,SE8902XXCG81260198384509,SE8902QNMM99008031804359,Sweden,Linköping,Sweden,Mölndal,incoming,Subscription fee
310d09e2-f889-4765-8690-d8a8a8e36de3,2025-01-26 14:27:00,42669.6,SEK,SE8902PUFG51102457949170,SE8902PGNT42361129672323,Sweden,Luleå,Sweden,Eskilstuna,outgoing,Unknown
cb28039a-942c-4fbf-8fea-a782f1db86d3,2025-02-10 23:45:00,43823.99,SEK,SE8902VXSM52634787408878,SE8902LFOG32831877730656,Sweden,Varberg,Sweden,Lidingö,incoming,Online purchase
3ec3e244-518b-4971-a220-a2c08e731618,2025-03-21 11:52:00,30814.39,SEK,SE8902OBIX76276487885565,SE8902FEOU83301563734443,Sweden,Södertälje,Sweden,Gävle,outgoing,Unknown
5bad7905-35e4-46a0-9b9d-07748b61f7ef,2023-04-18 07:57:00,48689.93,SEK,SE8902RUFS60316465651336,SE8902YBWC04395871663306,Sweden,Karlstad,Sweden,Jönköping,incoming,Online purchase
e5126d17-a74c-4b56-bad4-a5426e3ba6ec,2025-02-08 16:06:00,39164.96,SEK,SE8902TVXK53170573534289,SE8902XIPF48454762305912,Sweden,Luleå,Sweden,Falun,incoming,Loan repayment
44260395-7498-4246-8dc6-9939cb7ee5e5,2025-01-24 10:40:00,28894.02,SEK,SE8902LHWV91263359767569,SE8902BBDN08764843226603,Sweden,Karlskrona,Sweden,Skövde,incoming,Tax refund
f7db9e47-85eb-470b-8f89-8d4237108b58,2025-04-13 03:33:00,1348.82,SEK,SE8902ZKZE03352259811045,SE8902GTZD12314857392944,Sweden,Kalmar,Sweden,Luleå,outgoing,Unknown
12181292-1c8c-469d-8b4b-a06dd754a8dc,2025-04-07 22:22:00,11400.39,SEK,SE8902RNLY55461931214075,SE8902WQME16820619653293,Sweden,Sundsvall,Sweden,Göteborg,incoming,Unknown
aa691718-9e89-487c-aa27-50e4ffb3635f,2025-03-18 21:21:00,21393.38,SEK,SE8902YANL80406594542262,SE8902SPOT75366803801987,Sweden,Helsingborg,Sweden,Kalmar,incoming,Loan repayment
2671718f-f3e6-4984-b9ce-b6d7abf7a202,2025-02-24 05:28:00,11541.26,SEK,SE8902PVDU32397262267370,SE8902GFDI02146082509603,Sweden,Västerås,Sweden,Ängelholm,outgoing,Unknown
15a2c789-0957-4e6c-9f8f-0c7d2095551d,2025-01-02 13:42:00,22882.35,SEK,SE8902JXEZ02627245746002,SE8902ARJI52424267786590,Sweden,Alingsås,Sweden,Malmö,incoming,Gift to family member
042cf870-2a13-42d3-8f94-6c3c53372762,2025-02-11 12:11:00,45892.53,SEK,SE8902OJZV87378441905395,SE8902WOBG56284432759181,Sweden,Alingsås,Sweden,Halmstad,outgoing,Online purchase
16690541-6fe1-4862-97a1-ac32dedb8d7a,2025-04-12 01:08:00,29722.66,SEK,SE8902DQLW24559347520043,SE8902SICI51731283266081,Sweden,Östersund,Sweden,Lidköping,outgoing,Unknown
abd8bfb4-5847-4d91-9752-ae34e1083c00,2025-01-03 23:33:00,23884.14,SEK,SE8902LACW59549122762926,SE8902WSOG82520529247442,Sweden,Luleå,Sweden,Uppsala,incoming,Utility bill
d87a92a2-529e-41c4-8f1d-4b14facaf8fe,2025-01-30 22:22:00,30981.67,SEK,SE8902SHGS62187533607069,SE8902PSRJ65756431691707,Sweden,Gävle,Sweden,Karlstad,incoming,Unknown
aac041a3-6382-4d22-b86e-c9ded9aecefe,2025-03-05 03:58:00,29911.14,SEK,SE8902BBDN08764843226603,SE8902DFDE10377026495528,Sweden,Alingsås,Sweden,Stockholm,outgoing,Insurance payout
1f4528c6-904f-4a58-b7a8-654bcbd6d852,2025-01-20 10:19:00,19329.41,SEK,SE8902SJVO55654185313291,SE8902IOJE14304978072957,Sweden,Helsingborg,Sweden,Uppsala,incoming,Utility bill
ec7418b9-52d0-417d-a0f8-d4cf4cd86a2a,2025-03-10 17:56:00,3226.47,SEK,SE8902WDJE85359881297343,SE8902EPZK82020056741347,Sweden,Norrköping,Sweden,Örnsköldsvik,outgoing,Consulting fee
19f3b64b-b644-4742-bd00-28ee213b7257,2025-02-07 01:07:00,42413.71,SEK,SE8902HWHC81157429988113,SE8902GRHA70024737117241,Sweden,Södertälje,Sweden,Kristianstad,outgoing,Unknown
17eaf396-4b0e-4d20-8fe0-8615427762aa,2025-01-01 04:48:00,37709.81,SEK,SE8902VANG86827956202560,SE8902GBSN65881879746261,Sweden,Karlstad,Sweden,Falun,outgoing,Mobile recharge
0ae868f3-65ae-4924-a625-2bf28db8930a,2025-03-30 15:51:00,3204.55,SEK,SE8902FUMK63947148705760,SE8902LHXM42438714486224,Sweden,Alingsås,Sweden,Motala,outgoing,Payment for invoice #1475
153ed1c6-fc26-40e2-85d5-eb79c717559d,2025-03-08 02:20:00,42070.57,SEK,SE8902CGGR69488718084568,SE8902VEIB72029945509184,Sweden,Karlskrona,Sweden,Uppsala,outgoing,Salary payment
1fb78461-b84c-4ac9-b89c-a9a185780445,2025-04-28 22:33:00,20398.69,SEK,SE8902MJJU05220306140238,SE8902CUMA73016131740531,Sweden,Borås,Sweden,Kalmar,outgoing,Loan repayment
635f9382-682b-4e89-9130-8e85975c4a64,2025-02-01 17:39:00,49981.51,SEK,SE8902TCZM12187781824588,SE8902EJVD58777899114942,Sweden,Landskrona,Sweden,Trelleborg,outgoing,Payment for invoice #2703
c1e33fab-9cfa-4fd9-9474-cbf0de45748b,2025-03-18 00:09:00,17635.07,SEK,SE8902PFCZ88971783919966,SE8902UPQN50233742051449,Sweden,Örebro,Sweden,Lidköping,incoming,Salary payment
907b0c7c-18ff-4624-861d-49fb0af626d9,2025-02-10 22:52:00,31203.06,SEK,SE8902CYPH60544976843583,SE8902TMAZ51468626641221,Sweden,Landskrona,Sweden,Uppsala,incoming,Utility bill
61990801-9377-4146-b90a-a15967390fa3,2025-04-24 06:21:00,21035.3,SEK,SE8902SBKV17928186427622,SE8902QBVC38031274896724,Sweden,Landskrona,Sweden,Luleå,outgoing,Subscription fee
e982ea74-fd6e-4d06-9c26-4d1977c0795d,2025-05-03 07:30:00,739.56,SEK,SE8902XHDH97099673211691,SE8902TJON16189488376725,Sweden,Norrköping,Sweden,Södertälje,incoming,Insurance payout
c5466786-0082-49ef-8030-c50d14ee03f0,2025-03-07 14:11:00,14123.58,SEK,SE8902MEJF62740560811988,SE8902SRDG63581614639448,Sweden,Borlänge,Sweden,Norrköping,outgoing,Online purchase
5eb0dffd-791d-4aed-a86f-669ca1ab3b66,2025-04-10 02:51:00,8854.51,SEK,SE8902OZBM53448690509013,SE8902QJSX02120298481356,Sweden,Borås,Sweden,Nyköping,outgoing,Loan repayment
b4a954b5-b676-43e3-8ac1-8d735c88022d,2025-04-29 02:49:00,34946.43,SEK,SE8902DMTK02100815459260,SE8902RTPP26534696624492,Sweden,Mölndal,Sweden,Umeå,incoming,Payment for invoice #4066
9bb4c985-5700-43d8-a3ce-530ab7388a1b,2025-01-25 02:20:00,25224.53,SEK,SE8902DFDE10377026495528,SE8902ZEJN42200086959831,Sweden,Falun,Sweden,Nyköping,outgoing,Unknown
106b2f3a-35b7-442a-8e04-3ec56904a8f2,2025-11-23 14:48:00,8646.55,SEK,SE8902TKRB93799625518098,SE8902BADO65968898453667,Sweden,Norrköping,Sweden,Sandviken,incoming,Mobile recharge
7d807c6d-ef27-4c03-ae93-123b6ce41fdb,2025-02-17 01:38:00,33694.62,SEK,SE8902QCUD22504040792723,SE8902KFFK50136015318581,Sweden,Varberg,Sweden,Östersund,outgoing,Consulting fee
ca8deada-631f-40cb-8f24-58e1d6b545c3,2025-01-15 12:17:00,913.08,SEK,SE8902FKHJ95461624405436,SE8902SICI51731283266081,Sweden,Uppsala,Sweden,Kalmar,incoming,Tax refund
73938ef0-744c-486d-8434-a248d7b6f9fd,2025-01-15 10:01:00,13095.02,SEK,SE8902KSPR66432840199154,SE8902YPLL97549313922893,Sweden,Motala,Sweden,Trollhättan,outgoing,Utility bill
8fa5d676-7f8c-45f1-ac56-1d2abe7d7c95,2025-01-03 23:55:00,15560.65,SEK,SE8902DHTY58610419863874,SE8902UBER10237927754278,Sweden,Karlskoga,Sweden,Östersund,incoming,Unknown
eb4d01c4-2719-440a-b67c-6eb14cb4dd56,2025-02-23 09:20:00,41759.85,SEK,SE8902IJUF89235594362096,SE8902TTDD62882365317340,Sweden,Nyköping,Sweden,Varberg,incoming,Unknown
195459a2-6334-47be-b6c6-6b102122e1c6,2025-04-11 13:56:00,40912.36,SEK,SE8902PFMB93666687080636,SE8902FBTR73223116722714,Sweden,Karlskrona,Sweden,Nyköping,outgoing,Freelance project payment
d5e53a34-a91f-4368-b40e-ee53ccf23eee,2025-03-11 11:38:00,6612.94,SEK,SE8902GTZD12314857392944,SE8902VZIJ18435178550619,Sweden,Helsingborg,Sweden,Lidköping,incoming,Loan repayment
2ac4a56d-4185-476b-96f0-448242b4b4d2,2025-03-31 01:52:00,12531.1,SEK,SE8902UTKP18439002370878,SE8902GSZH91391621188990,Sweden,Kalmar,Sweden,Karlskrona,incoming,Reimbursement for travel
fa94b6b4-efe0-4d6c-95ab-b6fe79e0e214,2025-01-13 04:20:00,16740.7,SEK,SE8902WRRU80784544437204,SE8902LGDS93932200371895,Sweden,Karlskrona,Sweden,Mölndal,incoming,Loan repayment
7b3ae192-fe59-40a3-997a-7fd55d3cca6f,2025-03-14 10:33:00,45477.32,SEK,SE8902GJBL45406945630901,SE8902ZPHS02086856755015,Sweden,Sundsvall,Sweden,Trollhättan,incoming,Tax refund
bf674a34-9340-41ac-9e11-3435a3aea94c,2025-02-18 02:01:00,20912.24,SEK,SE8902MYOF67830605702784,SE8902PFYI37989903515742,Sweden,Kristianstad,Sweden,Göteborg,incoming,Reimbursement for travel
e5c3ec5f-24e3-486f-a417-08a6cfab1c60,2025-04-14 10:31:00,36755.42,SEK,SE8902VBBU70773188294633,SE8902NEKM17238713453074,Sweden,Falun,Sweden,Trelleborg,incoming,Mobile recharge
2ff26754-90c9-4102-87c8-06042c392d4b,2025-01-20 23:36:00,42897.2,SEK,SE8902URSV28669190464010,SE8902NZPO70353430427963,Sweden,Falun,Sweden,Helsingborg,incoming,Unknown
c716b9ad-2696-4a86-84c8-78221be7f29d,2025-04-21 22:55:00,33420.7,SEK,SE8902MAVP99765805035027,SE8902REPT13055923984909,Sweden,Karlskoga,Sweden,Luleå,outgoing,Online purchase
e798cbcc-be07-4cb4-9fb4-9433c63c0170,2025-01-29 17:55:00,1330.85,SEK,SE8902TKZA24932488770695,SE8902UPMV66415672183575,Sweden,Helsingborg,Sweden,Motala,incoming,Online purchase
41382bf7-f452-4a06-8ab2-40cacfa7edf7,2025-04-08 06:42:00,969.91,SEK,SE8902KVSV81092256666408,SE8902LNQG72751750679403,Sweden,Malmö,Sweden,Alingsås,outgoing,Tax refund
630915dc-690b-4163-88a0-03dc29c2a623,2025-01-02 12:55:00,32946.78,SEK,SE8902YJGY22142109131075,SE8902HHSO58247661775142,Sweden,Uddevalla,Sweden,Varberg,incoming,Consulting fee
4348ed2b-6940-43b4-b6a7-515d7d105bf2,2025-03-05 21:42:00,424.36,SEK,SE8902KLRO16474013075873,SE8902RBPQ42858370864616,Sweden,Nyköping,Sweden,Trollhättan,outgoing,Reimbursement for travel
2600716e-c0cb-4042-a7ca-04d5af063b09,2025-04-03 13:46:00,15021.97,SEK,SE8902XFEK65570601507823,SE8902GQAF56677712799125,Sweden,Lund,Sweden,Kalmar,incoming,Mobile recharge
b9921353-0cf7-4dd2-aa82-61521756b9b6,2025-02-08 18:57:00,21162.33,SEK,SE8902LACW59549122762926,SE8902PFUA65955298845159,Unknown,Östersund,Sweden,Lidingö,incoming,Reimbursement for travel
1359d026-880c-4d71-9354-3a7a1538f78e,2025-02-06 03:24:00,30981.33,SEK,SE8902YERF08265652105112,SE8902RCJB06422384154874,Sweden,Kristianstad,Sweden,Norrköping,incoming,Utility bill
ad3bfbf9-70c4-4045-baaf-8fabb9c500cc,2025-02-16 18:34:00,1852.3,SEK,SE8902IMEB42197421849807,SE8902SLBZ46706062219762,Sweden,Lidingö,Sweden,Karlskrona,outgoing,Online purchase
9f5faa9f-5b33-4b64-b6fa-773c6e940c0a,2025-05-10 12:00:00,15491.39,SEK,SE8902ZKJC38755928645078,SE8902NFJG83208273691327,Sweden,Skellefteå,Sweden,Nyköping,incoming,Consulting fee
91caa0dd-b4c7-4fd9-b317-154d5a5f881a,2025-01-07 06:42:00,11696.42,SEK,SE8902CEKC27544305100945,SE8902AORR62231578413137,Sweden,Alingsås,Sweden,Örnsköldsvik,outgoing,Loan repayment
e29c10bf-3b8e-476f-ab41-a40ed7719f4a,2025-03-22 19:07:00,44898.41,SEK,SE8902UYWH41914146129072,SE8902XNEE54146257506129,Sweden,Karlskrona,Sweden,Uddevalla,outgoing,Unknown
bb83591c-2870-42a3-b87e-843191ff1389,2025-02-11 08:24:00,44570.98,SEK,SE8902SILE68578227700598,SE8902ECCJ86383227351359,Sweden,Karlskoga,Sweden,Örebro,outgoing,Loan repayment
d9a272c6-ca6d-4e66-abea-77cdba32c977,2025-03-16 09:30:00,11018.35,SEK,SE8902FOXC84791598609467,SE8902UNAU13611272599268,Sweden,Lund,Sweden,Ängelholm,incoming,Reimbursement for travel
3d96cfa9-06f4-4bb0-80d7-6a1f2ee84037,2025-04-16 10:47:00,31855.99,SEK,SE8902YREH60256445948405,SE8902RUFS60316465651336,Sweden,Göteborg,Sweden,Uppsala,incoming,Subscription fee
7704f414-d077-4984-b407-7a0d021b0480,2025-04-11 07:15:00,5151.26,SEK,SE8902LHUA50734331657544,SE8902PQAY31420284375015,Sweden,Helsingborg,Sweden,Gävle,incoming,Utility bill
7da11e86-1444-409a-950e-968ed62dbed1,2025-03-16 07:15:00,10470.12,SEK,SE8902CZMN06754312018557,SE8902FGIY23117081354016,Sweden,Jönköping,Sweden,Jönköping,outgoing,Mobile recharge
20dfda56-f016-414b-bad6-6e648c3a2dbc,2023-06-18 18:43:00,34052.31,SEK,SE8902MOYL96215082468431,SE8902PZDL59107473276443,Sweden,Piteå,Sweden,Piteå,incoming,Loan repayment
ecff3285-90ed-4384-8f82-02dbefb707f0,2025-01-10 18:23:00,29344.72,SEK,SE8902YPLL97549313922893,SE8902VXXB63484309612552,Sweden,Falun,Sweden,Norrköping,incoming,Insurance payout
9e9111fe-891d-4947-82f6-9f6240aec737,2025-04-30 02:13:00,21668.42,SEK,SE8902AGTC76402704279286,SE8902VJHZ33855900402507,Sweden,Örebro,Sweden,Stockholm,incoming,Reimbursement for travel
2b6fecf8-aae1-413c-9a07-4ecb94eab403,2025-05-16 08:43:00,1053.48,SEK,SE8902OSUM31787311714438,SE8902VVUL13283946661384,Sweden,Örebro,Sweden,Norrköping,outgoing,Subscription fee
7017956b-1f42-46f3-add1-6341d3f4e725,2025-02-01 23:56:00,33025.19,SEK,SE8902MPWG51569045484865,SE8902YRJE25577068372391,Sweden,Mölndal,Sweden,Trollhättan,outgoing,Unknown
23635a3c-cf1e-4a4e-8a71-12caaf7f624e,2025-02-14 14:57:00,16902.95,SEK,SE8902WWYX14350160073945,SE8902OELG14968309944058,Sweden,Jönköping,Sweden,Trollhättan,incoming,Loan repayment
2f059bdd-25d4-48aa-a3e5-6b3e9c06075a,2025-01-28 21:45:00,31490.41,SEK,SE8902WOXH43586674611980,SE8902CHPG90425118808478,Sweden,Ängelholm,Sweden,Skövde,outgoing,Utility bill
15f8d3dd-b4d3-407a-86db-2c3c96851309,2025-05-13 22:30:00,17695.59,SEK,SE8902VBPS31468933549596,SE8902UZYG74951512780315,Sweden,Borås,Sweden,Sundsvall,incoming,Payment for invoice #5135
6362a051-10be-4750-8006-63b2ea8e3e0c,2025-02-03 10:59:00,18133.24,SEK,SE8902YIAD46040982190137,SE8902PLBL16144667744762,Sweden,Alingsås,Sweden,Södertälje,outgoing,Unknown
360e1f59-55e7-4a89-b297-a305551f00e8,2025-01-05 16:37:00,35651.94,SEK,SE8902ZJBK03539793529686,SE8902ORAT65143572227414,Sweden,Motala,Sweden,Stockholm,incoming,Gift to family member
51ba5045-b8de-4330-bba1-71a603034e25,2025-05-15 08:27:00,19791.0,SEK,SE8902HBJK93110274210203,SE8902SUPU22107368286746,Sweden,Falun,Sweden,Göteborg,outgoing,Insurance payout
f33a8e6b-0a41-46bd-b156-9bb817e7c4fb,2025-03-24 02:26:00,6468.78,SEK,SE8902ZGKY70073543360198,SE8902UUTG33531545423098,Sweden,Växjö,Sweden,Alingsås,incoming,Gift to family member
0a105265-06ff-4513-9afe-21b556a15106,2025-04-15 23:14:00,6292.42,SEK,SE8902DAYC14364335693782,SE8902THHW31823034276516,Sweden,Norrköping,Sweden,Stockholm,incoming,Rent transfer
6a0f33f2-a9fb-47b8-a8a6-90df7e4e7567,2025-05-10 11:40:00,18209.44,SEK,SE8902RLTH03632662634887,SE8902FADN38705986955694,Sweden,Trelleborg,Sweden,Stockholm,incoming,Subscription fee
a9e7efb7-9ac0-4dc9-9bdc-52e3b4a103fd,2025-01-08 12:02:00,47090.31,SEK,SE8902IQRO13056391101908,SE8902CDUU61660929189479,Sweden,Helsingborg,Sweden,Varberg,incoming,Online purchase
46a439fa-818c-45c0-87b9-a232013ae5c5,2025-02-24 07:20:00,60.16,SEK,SE8902IJUF89235594362096,SE8902TURO07496760761316,Sweden,Kristianstad,Sweden,Landskrona,outgoing,Mobile recharge
1bf93f07-2a4b-4035-9e6c-4438bc1f6a8c,2025-02-01 11:09:00,4309.62,SEK,SE8902WDJE85359881297343,SE8902NXQN75553814880916,Sweden,Gävle,Sweden,Örnsköldsvik,outgoing,Utility bill
83b2f5ac-c9f6-4968-b1a4-a2ce133d61ba,2025-01-24 22:19:00,1437.31,SEK,SE8902OKGM15362718359701,SE8902TTCV22659277900658,Sweden,Borås,Sweden,Ängelholm,outgoing,Freelance project payment
0c87d965-038e-4fb7-bce3-a39df6d4b5c5,2025-01-21 22:01:00,2582.54,SEK,SE8902QLYH24628869288269,SE8902GVHN92964423897611,Sweden,Borås,Sweden,Linköping,outgoing,Salary payment
cdbbc032-e2c7-46c1-adee-445d8ef67cb5,2025-05-13 14:36:00,37492.57,SEK,SE8902HODK85678819977506,SE8902VBBU70773188294633,Sweden,Kalmar,Sweden,Borlänge,incoming,Insurance payout
c317678e-6430-4e69-a19b-c7092e5d12d1,2025-10-03 16:01:00,45299.33,SEK,SE8902PZCI77761871178523,SE8902OYYC26878073615803,Sweden,Trelleborg,Sweden,Kalmar,outgoing,Consulting fee
0ab4e52f-0d28-407c-bdd8-40d6ecb4ee2f,2025-02-07 05:03:00,33963.28,SEK,SE8902YBWC04395871663306,SE8902KFFK50136015318581,Sweden,Lidköping,Sweden,Falun,outgoing,Utility bill
a7b9b3be-4766-42cd-a0ee-169e23fdbf7b,2025-03-02 07:45:00,38493.44,SEK,SE8902UJGR36411837401781,SE8902IPMR06918676283049,Sweden,Stockholm,Sweden,Karlskrona,incoming,Loan repayment
6c7f2e6d-8ee3-4b8c-9bbe-97bd5b43bfc1,2025-01-27 16:16:00,3068.79,SEK,SE8902WBFK37994122017616,SE8902SCUS02208585217420,Sweden,Karlstad,Sweden,Halmstad,outgoing,Mobile recharge
abe6199f-263e-4eeb-b179-f0908ce690b9,2025-05-07 03:28:00,13178.5,SEK,SE8902UNRA52610184151556,SE8902ZDQZ85735825212197,Sweden,Karlskrona,Sweden,Helsingborg,incoming,Insurance payout
89a443b9-b12b-41bd-a74d-2f8d9112c699,2025-04-08 11:03:00,14657.25,SEK,SE8902LDPN73303918695424,SE8902MTEW80340871788369,Sweden,Växjö,Sweden,Kalmar,incoming,Loan repayment
1a279da1-b327-49d9-b2ec-ba20e70c31f9,2025-04-17 00:58:00,19626.43,SEK,SE8902KKUH06675943754803,SE8902YBPA06747616365238,Sweden,Uddevalla,Sweden,Norrköping,outgoing,Unknown
79f333ea-2f6a-4c27-83b9-42da019c9360,2025-02-21 12:49:00,30745.4,SEK,SE8902EEKT76326536417923,SE8902ABDS01701364961907,Sweden,Lidingö,Sweden,Nyköping,incoming,Mobile recharge
99dac501-2ced-4ef7-a29c-66154ee8902e,2025-04-23 10:58:00,6485.35,SEK,SE8902EQDP30307774877765,SE8902ZFFS54641169742438,Sweden,Mölndal,Sweden,Sandviken,outgoing,Reimbursement for travel
8b1f0349-a25e-4a60-9f54-0a0dbcb215f7,2025-04-18 14:10:00,11434.53,SEK,SE8902PGCD42349227810447,SE8902KSPR66432840199154,Sweden,Jönköping,Sweden,Eskilstuna,incoming,Unknown
cfb751ca-5070-47ef-85cb-516aaae6ada6,2025-01-21 08:30:00,46094.8,SEK,SE8902KWGC09517167288801,SE8902ABDS01701364961907,Sweden,Ängelholm,Sweden,Varberg,incoming,Unknown
29c18c15-35ff-4c51-9dbe-34885c32ebce,2025-01-22 21:35:00,44162.42,SEK,SE8902BFKJ67373461094245,SE8902RXPZ64193650870827,Sweden,Växjö,Sweden,Alingsås,outgoing,Unknown
289b1c81-0128-43a6-8f49-1b89f5ca8a8e,2025-01-05 12:20:00,11146.66,SEK,SE8902HNSY33169866302829,SE8902LFPB25372838213647,Sweden,Lidköping,Sweden,Stockholm,incoming,Online purchase
b19dbc4b-507e-4585-b493-15a0a76f776d,2025-05-12 07:52:00,12929.15,SEK,SE8902PVNM34258841032637,SE8902DGRO18476288845448,Sweden,Sandviken,Sweden,Kalmar,incoming,Tax refund
964439e8-f544-4ae0-b7ae-4005601157c8,2025-01-12 13:56:00,12269.96,SEK,SE8902YREH60256445948405,SE8902XPHP30865499209335,Sweden,Motala,Sweden,NaN,outgoing,Freelance project payment
4409b110-b027-4864-b842-d57a6103d8de,2025-01-18 01:52:00,1285.35,SEK,SE8902JHMA69643058655073,SE8902FHYM56802980847454,Sweden,Karlskoga,Sweden,Malmö,outgoing,Insurance payout
e9886ea1-fdc5-40a7-8d19-528595c2efe0,2025-03-27 07:25:00,26602.12,SEK,SE8902NKXR00859309312215,SE8902AGTC76402704279286,Sweden,Nyköping,Sweden,Södertälje,incoming,Subscription fee
b2b6f385-b0f6-47c5-8ff7-f81db9462fcc,2025-02-23 16:48:00,9726.52,SEK,SE8902AEAH33465529509698,SE8902IXLN09147641003463,Sweden,Örebro,Sweden,Eskilstuna,incoming,Loan repayment
8f9cc5a8-7a94-4d80-9650-f91c40680b2b,2025-03-01 19:38:00,19778.5,SEK,SE8902FLMA18768060331290,SE8902MERM08934535145689,Sweden,Eskilstuna,Sweden,Malmö,incoming,Gift to family member
567499a8-2fcb-431b-b4b6-4f888a9c7f78,2025-05-14 16:28:00,18043.1,SEK,SE8902ZXBS27847759587560,SE8902NEKM17238713453074,Sweden,Trelleborg,Sweden,Skövde,incoming,Freelance project payment
15b6187f-61f2-4ccb-90e8-ecf85fec09db,2025-04-16 11:07:00,9051.08,SEK,SE8902TMHA72646385787943,SE8902WDCF38284869757417,Sweden,Nyköping,Sweden,Skellefteå,outgoing,Reimbursement for travel
dd8dcfd4-0d58-4029-9960-eae9287c8a1e,2025-03-20 20:36:00,11616.07,SEK,SE8902TONI18274393550042,SE8902JFUD24261264737631,Sweden,Göteborg,Sweden,Karlstad,outgoing,Loan repayment
5edc25a5-46a6-4c61-9af0-ac0bce17437f,2025-04-18 09:18:00,1940.47,SEK,SE8902PFUA65955298845159,SE8902WDJE85359881297343,Sweden,Jönköping,Sweden,Karlskrona,outgoing,Rent transfer
9f9d84a4-b447-49b7-a127-4c123d6f4afe,2025-01-21 21:35:00,27217.63,SEK,SE8902EQCK63728076800609,SE8902ZTNG40351896769345,Sweden,Jönköping,Sweden,Örebro,incoming,Insurance payout
77dd95b6-4cd9-4e33-a77d-8491ba1780ae,2025-05-03 09:42:00,31816.63,SEK,SE8902MPBO87772633723937,SE8902YFAI41572077231677,Sweden,Kalmar,Sweden,Helsingborg,outgoing,Mobile recharge
a909d8b4-02f1-49b8-bad7-44d61da08f02,2025-02-24 20:18:00,12559.45,SEK,SE8902DJPX89629848207656,SE8902UUTG33531545423098,Sweden,Södertälje,Sweden,Landskrona,outgoing,Reimbursement for travel
