account_iban,reason,amount,sender_country,receiver_country
SE8902VJUZ52218371196993,incoming,29619.86,Sweden,Hong Kong
GB57ERRI68084701132671,outgoing,38653.23,Finland,Sweden
GB34ZENS97309975125532,incoming,41700.57,Germany,Sweden
GB32NEIK41618895801699,outgoing,3176.69,Egypt,Sweden
SE8902SPLA84551710891296,incoming,40251.53,Sweden,Barbados
GB42VWBB55963436562557,outgoing,35445.81,Estonia,Sweden
GB49FSUR83209250984134,incoming,27816.07,Palestinian Territory,Sweden
GB87GGTR69128284373324,incoming,28493.82,Czech Republic,Sweden
GB87BAGU19994564869307,incoming,1634.35,Poland,Sweden
GB06UXGW46674911390437,incoming,33084.61,Denmark,Sweden
GB71VYBS74405377079954,incoming,5804.9,Germany,Sweden
GB92MWWO60999697650548,incoming,19764.96,Finland,Sweden
GB68CNXE90116818021835,incoming,15924.69,Brunei Darussalam,Sweden
GB38VQFG56912257936409,outgoing,5354.84,Denmark,Sweden
GB37MUPQ61565122845429,incoming,20993.09,Nepal,Sweden
GB20HZPJ78403942516883,outgoing,27922.83,Denmark,Sweden
GB41SYHO21084193906610,incoming,807.24,Cambodia,Sweden
SE8902CKQN72795971469366,outgoing,6200.63,Sweden,Madagascar
GB44TJSM39326015360884,outgoing,43491.96,Dominica,Sweden
SE8902YBIX02378701637177,outgoing,35414.26,Sweden,Norway
GB71IKXK46988244818419,outgoing,27398.81,Germany,Sweden
GB92QXQW38608003514467,incoming,17133.41,Tonga,Sweden
GB54DWOL76720638460772,outgoing,39395.83,Nauru,Sweden
GB38JHMV85634543533520,outgoing,31759.54,Egypt,Sweden
GB08BRUX62397606498561,incoming,31618.31,Guernsey,Sweden
GB90FMDG09359524490411,incoming,7475.09,Norway,Sweden
GB13KHKH12194128271444,outgoing,38089.0,Germany,Sweden
GB47AEVA15079252057172,incoming,8591.12,Sudan,Sweden
GB48PGUH77417614010254,incoming,28453.68,Guinea-Bissau,Sweden
GB87NEDX43616433994356,outgoing,43936.77,Lao People's Democratic Republic,Sweden
GB62EKVT81812199635207,incoming,40213.36,Jordan,Sweden
GB87QZUV47795153468018,outgoing,26979.64,Island,Sweden
GB11HSZN96602415018999,incoming,39054.38,Mali,Sweden
GB31HNXP08291090313772,incoming,41884.04,Guadeloupe,Sweden
GB65EXWI92501516423455,incoming,27279.09,Island,Sweden
SE8902IACG54044232519044,incoming,8919.57,Sweden,Russian Federation
GB29UYOQ38319839343351,incoming,11180.0,Antigua and Barbuda,Sweden
GB89TXQB76798394357012,outgoing,41416.88,Germany,Sweden
GB19HGVJ37748092687078,outgoing,41573.19,Croatia,Sweden
GB51WIQS50406678080758,incoming,47905.45,Poland,Sweden
GB65JBBX14409371102139,outgoing,7128.59,Poland,Sweden
GB28RLZA72761144795185,incoming,30245.0,Germany,Sweden
GB37VSGR30747127603129,outgoing,11505.32,Niger,Sweden
SE8902JBML23966854830022,outgoing,1566.44,Sweden,Finland
GB98AOKX22149180601509,incoming,28861.93,Namibia,Sweden
SE8902OSQP10294973862487,outgoing,19691.73,Sweden,Brunei Darussalam
GB25GONQ67205162085190,outgoing,45820.46,Isle of Man,Sweden
GB44ATCC00355977468067,incoming,30462.97,Lithuania,Sweden
SE8902OIOG12978777374762,incoming,21592.5,Sweden,Russian Federation
GB85ZTET59764867731117,incoming,3060.31,French Polynesia,Sweden
GB19IPRR11809763972105,incoming,48486.26,Qatar,Sweden
SE8902KWGC09517167288801,incoming,49387.85,Sweden,Seychelles
GB96EQOR76332101499393,incoming,11075.54,Poland,Sweden
GB80PCMZ79739237823992,outgoing,7863.82,Island,Sweden
GB16TUYA29947816590711,incoming,38584.42,Poland,Sweden
GB34BDYQ54863052941490,incoming,13858.25,Senegal,Sweden
GB78NWFU87331650132543,outgoing,34877.49,Sao Tome and Principe,Sweden
GB44CNXL69850972054748,outgoing,16858.45,Sao Tome and Principe,Sweden
GB53FQIS74100833704171,incoming,19872.71,Afghanistan,Sweden
GB18SLMY37953599231265,outgoing,13149.16,Papua New Guinea,Sweden
SE8902XNEE54146257506129,incoming,45489.06,Sweden,Brazil
GB09LVGZ11262534188173,incoming,21239.98,Poland,Sweden
GB53CUKL43938436425964,outgoing,39251.6,South Georgia and the South Sandwich Islands,Sweden
GB40PYWW69737368532786,outgoing,38239.81,Vietnam,Sweden
GB80JWAQ95855190735618,incoming,47242.07,Brazil,Sweden
GB51LIQL39924780703771,incoming,6550.39,Poland,Sweden
GB38IKSB06652388825165,incoming,18819.44,Vietnam,Sweden
GB25PRNC96846223099208,outgoing,24645.99,Portugal,Sweden
GB61UMLX90924828040164,incoming,2221.74,Unknown,Sweden
GB82OXXQ43315699385996,outgoing,32110.95,Moldova,Sweden
GB56NZKN59101623358701,incoming,42589.94,Mauritius,Sweden
GB05ACLT42964348440981,outgoing,8143.31,Mexico,Sweden
GB07OAHF13494145281642,outgoing,9677.0,Estonia,Sweden
GB83QOJC76637781923518,outgoing,33628.09,French Guiana,Sweden
GB74YZWZ06391890060669,incoming,3769.14,Island,Sweden
GB34VPDR72971855725681,outgoing,35163.35,Poland,Sweden
GB34NBMR47398655209788,outgoing,16484.41,Norway,Sweden
SE8902QILJ09667839424264,outgoing,24273.41,Sweden,Poland
GB72WGSF44214392352238,incoming,25109.66,British Virgin Islands,Sweden
GB29VDPT29525718148706,outgoing,2072.22,Bhutan,Sweden
GB98BRLH45437317096785,outgoing,19805.94,Netherlands,Sweden
GB62SJXN43354084916266,outgoing,22686.27,Serbia,Sweden
GB12VLOO09359407489491,outgoing,18896.67,Mauritius,Sweden
GB10HFJR39327922604569,outgoing,35142.77,Germany,Sweden
GB69DDNJ16578457505825,incoming,43440.81,Malaysia,Sweden
GB63PJAK28725797945622,outgoing,16549.64,Estonia,Sweden
GB72LQLK83169634190263,outgoing,42544.98,Unknown,Sweden
GB66ZQZV47060705019700,incoming,15314.02,Estonia,Sweden
GB41ZFAR62139588378507,incoming,38143.8,Uzbekistan,Sweden
GB27SMTC36660794794631,outgoing,2759.88,Bulgaria,Sweden
GB50VBCE57657058214419,outgoing,29493.34,Finland,Sweden
GB83TDGN19062239908923,incoming,45556.64,Andorra,Sweden
GB06WHKB43393291708375,outgoing,5614.12,Heard Island and McDonald Islands,Sweden
GB16TQAP97986263461994,outgoing,15761.38,Kyrgyz Republic,Sweden
GB44APFA79289060735642,incoming,4648.3,Germany,Sweden
GB31KQJQ94444348778171,outgoing,47654.0,Ukraine,Sweden
GB05JKHY73003200441250,incoming,38743.51,Unknown,Sweden
GB13OVCL33737579371585,outgoing,24429.63,South Africa,Sweden
GB22BKOP71093603382043,incoming,37089.02,Martinique,Sweden
GB67EHZK57812459050218,incoming,45431.17,Denmark,Sweden
GB35PZVQ27116645283510,outgoing,18921.47,Japan,Sweden
GB66AVMO95868668778696,outgoing,28549.08,Isle of Man,Sweden
GB16LKLJ59899713668662,incoming,31689.81,Bulgaria,Sweden
GB72AAUI47020642457290,incoming,34134.28,Estonia,Sweden
GB69IGWP89676017782173,outgoing,29482.25,Burkina Faso,Sweden
GB66HILI47286189004699,incoming,26502.15,Finland,Sweden
GB88NJCM41186692684105,outgoing,7655.05,Poland,Sweden
GB30YROP07244230084803,outgoing,21553.34,Seychelles,Sweden
GB50QCBB24939542556690,incoming,19812.52,Benin,Sweden
GB87JCPU55489938165159,outgoing,46461.58,Monaco,Sweden
GB53WROI72430269753182,outgoing,24973.07,Netherlands Antilles,Sweden
GB63LYBM19111698607279,incoming,12088.03,United States Virgin Islands,Sweden
GB07DLMR23144928873052,outgoing,33354.95,Zambia,Sweden
GB76OMNL06879225380433,outgoing,42488.17,New Zealand,Sweden
GB26DJAK78170276844226,outgoing,36639.88,Uzbekistan,Sweden
GB66WNFQ93877004881600,incoming,24330.79,Liechtenstein,Sweden
GB46BALH63482840282697,outgoing,40079.45,Iran,Sweden
GB90YCLH60589863647352,outgoing,44705.03,Denmark,Sweden
GB73GYUZ34329104558571,incoming,40831.63,Moldova,Sweden
GB61DGED72912673668756,outgoing,40855.15,Cayman Islands,Sweden
GB88ORUN79578099330339,incoming,5374.32,Estonia,Sweden
GB55DKWC37899081288115,outgoing,7530.4,Finland,Sweden
GB16BHUQ25699238051601,incoming,2337.97,Island,Sweden
GB50CPVH14421505749581,incoming,24044.41,Lao People's Democratic Republic,Sweden
GB60CALU48097847119473,incoming,34830.37,United Arab Emirates,Sweden
GB46BDQX07063951915636,incoming,45607.17,Norway,Sweden
GB21XHLY61946137286717,outgoing,49441.82,Pakistan,Sweden
GB89OJPT13399097020656,incoming,30252.46,Georgia,Sweden
GB33CLLP96609441438065,outgoing,29891.53,Panama,Sweden
GB46LFHD68904591963680,incoming,37866.55,Central African Republic,Sweden
GB87WGCZ16227135675144,incoming,34745.88,Niger,Sweden
GB69RJIM10589159140397,outgoing,40847.96,Germany,Sweden
SE8902CUNN22125220865735,outgoing,11345.37,Sweden,Bouvet Island (Bouvetoya)
GB41TOZJ31431900435391,outgoing,31634.2,Finland,Sweden
GB88OIVO66052865480100,outgoing,22061.2,Norway,Sweden
GB98GZCI86054583036759,incoming,24409.76,Denmark,Sweden
GB05QEHX62525584396300,incoming,32687.73,Poland,Sweden
GB59SVCW21779759697001,incoming,4436.04,Philippines,Sweden
GB31DTEP23401440737753,outgoing,39203.16,Island,Sweden
GB89GWLM79738381805442,outgoing,32882.62,Andorra,Sweden
GB44TDMM96216833767297,incoming,29604.01,Germany,Sweden
SE8902AAEJ67825986403885,incoming,24908.79,Sweden,Ghana
GB63ORWR21673245527650,incoming,12520.28,Sweden,Unknown
GB98AZAE66787448171195,incoming,1176.77,Lithuania,Sweden
SE8902HEMI79004079416247,outgoing,11700.08,Sweden,Namibia
GB25WTCG22773574937363,incoming,44484.45,Jersey,Sweden
GB83ISNE98608103235521,incoming,45136.85,Yemen,Sweden
GB24EVUE86406309713380,incoming,19378.86,Holy See (Vatican City State),Sweden
GB88YNRI46885355708148,outgoing,48591.98,Puerto Rico,Sweden
GB73MBJA98048942956419,incoming,24602.23,Estonia,Sweden
SE8902QZEZ52320024971424,incoming,30255.87,Sweden,Poland
GB56JNKF97301202620202,outgoing,15601.16,Germany,Sweden
GB09YIOH46599554161511,incoming,47905.21,Germany,Sweden
GB42UBNH10521665248709,outgoing,42071.42,Costa Rica,Sweden
GB87LQTI17027525961251,incoming,4710.08,Finland,Sweden
GB14FRDD52335405702407,outgoing,6748.64,Namibia,Sweden
GB45AFAU74654549779950,incoming,42996.26,Estonia,Sweden
GB59KIWR23467287352613,incoming,34957.15,Mexico,Sweden
GB70OBYM27151842086934,incoming,47635.44,Gibraltar,Sweden
GB19WLRX69772058661915,incoming,43597.74,United States Virgin Islands,Sweden
GB17XVTD11804255552590,outgoing,40861.82,Germany,Sweden
SE8902KMRD06713970744337,incoming,44355.11,Sweden,Grenada
GB68ZHSS44335284568947,incoming,47053.57,China,Sweden
GB11IJXB05271012772344,outgoing,49041.27,Denmark,Sweden
GB62RBFS56846319699985,incoming,32827.59,Germany,Sweden
SE8902RASX95864855242605,incoming,22213.18,Sweden,Madagascar
GB89SJXE63975418402065,incoming,16926.5,Germany,Sweden
GB80HPAG91532004892898,incoming,6076.0,San Marino,Sweden
GB26XDGW72849651847308,incoming,18586.54,Bulgaria,Sweden
GB61KMAX11725090492810,incoming,14200.28,Island,Sweden
GB35HFFH17499317940755,outgoing,21574.45,Trinidad and Tobago,Sweden
GB70HJPH98580347626761,outgoing,32105.56,Western Sahara,Sweden
GB64IQVB74295979473087,incoming,23471.16,Brazil,Sweden
GB74YCOM69637351224759,incoming,32310.98,French Guiana,Sweden
GB91HMNI68835781956014,incoming,43748.21,Hong Kong,Sweden
SE8902BTSC01483794930785,incoming,42683.92,Sweden,Germany
GB07ZOGM40435759455422,incoming,44213.23,Yemen,Sweden
GB47PRAW45727307077957,outgoing,46519.93,Japan,Sweden
GB21ZUIN12652700188271,incoming,24775.2,Sao Tome and Principe,Sweden
GB87TZNO65945024229989,outgoing,23307.58,Finland,Sweden
GB46CFAW13954032203131,outgoing,34220.16,Estonia,Sweden
GB83OCTA27087152824320,incoming,36170.4,Bulgaria,Sweden
GB15JQAW58536694706507,outgoing,36548.52,Grenada,Sweden
GB21WEQD30274214656760,incoming,45780.16,Germany,Sweden
GB09ZLVL64797865031782,incoming,10731.97,Poland,Sweden
GB52ENZR02501734743891,outgoing,48938.36,Myanmar,Sweden
GB36XNAM90081359496116,incoming,25431.81,Fiji,Sweden
GB61GMNS94588949327674,incoming,24347.57,Pitcairn Islands,Sweden
GB39DEWZ93265929841716,outgoing,16072.82,Guatemala,Sweden
GB27GSWN06261542272874,outgoing,14197.99,Mali,Sweden
GB76ZUSM42758136908042,incoming,13661.11,Zimbabwe,Sweden
GB34IUXY91038122526817,incoming,49097.98,Isle of Man,Sweden
GB66VGXH03784713268970,outgoing,44297.97,North Macedonia,Sweden
GB64EYIV78088025555255,incoming,49588.13,Austria,Sweden
GB65PLKX28088529642126,outgoing,39583.89,Slovakia (Slovak Republic),Sweden
GB93DCQE36834703224211,incoming,32772.48,Bhutan,Sweden
GB56GDKM81089001707222,incoming,23549.33,Guinea-Bissau,Sweden
GB19GAXU43892944108109,outgoing,31635.15,Belgium,Sweden
GB08OIVI00824693280709,incoming,2006.74,Island,Sweden
GB36PYXQ84902713211695,outgoing,42761.11,Liberia,Sweden
GB74DALY54368837006290,outgoing,33429.13,Saint Martin,Sweden
SE8902IAZC69283036911026,outgoing,43148.17,Unknown,Sweden
GB50IHBN53289655014296,outgoing,9805.37,Germany,Sweden
GB94XICH12027862995899,incoming,17649.96,Denmark,Sweden
GB53EUST95398036491131,incoming,5584.12,Island,Sweden
GB07GULZ19167728437757,outgoing,43964.67,Germany,Sweden
GB47LYHS90195051616291,outgoing,3582.91,Island,Sweden
GB27TJJI18361443481505,outgoing,48781.3,Cocos (Keeling) Islands,Sweden
GB53BPTV50421069281326,outgoing,46899.41,Japan,Sweden
GB74JDWJ37759876957739,incoming,3710.88,Croatia,Sweden
GB13AEJC96819417867105,outgoing,38428.03,Latvia,Sweden
GB22ZABL55136539662431,outgoing,41377.52,Finland,Sweden
GB49DXUJ08560746244010,outgoing,27481.11,Puerto Rico,Sweden
GB79BNXJ10898120170187,outgoing,18447.0,Isle of Man,Sweden
GB25QPMZ32135248841976,incoming,42519.17,Finland,Unknown
GB90ZQCA58411554867970,incoming,40039.14,Saint Kitts and Nevis,Sweden
GB40XWYL05418883595254,outgoing,17466.79,Portugal,Sweden
GB81XKXN08624537264339,incoming,979.23,Poland,Sweden
GB96DJTR78985461030384,outgoing,47506.73,Gambia,Sweden
GB84CZSS70680606113131,incoming,27748.21,Island,Sweden
GB58ITTU50816505411293,outgoing,20874.52,Uruguay,Sweden
GB32XEXX81522206339649,outgoing,29641.14,Austria,Sweden
GB62STMA75224105601713,incoming,13739.24,Mayotte,Sweden
SE8902TMHA72646385787943,incoming,42532.53,Sweden,South Africa
GB42TYAM40584219643482,outgoing,15862.48,Burundi,Sweden
SE8902SABF96781999798332,outgoing,22542.16,Sweden,Liberia
GB13LLKD38537181231226,incoming,46309.09,Chile,Sweden
GB10QQZN92900800001024,outgoing,18414.5,United Kingdom,Sweden
GB26ZPSF91999478090503,outgoing,15938.82,Paraguay,Sweden
GB32BVEY42658421193290,outgoing,43320.68,Bolivia,Sweden
GB87LRHM81002947621739,outgoing,42163.45,Sweden,Unknown
GB45MHUM95347878883345,outgoing,28322.52,French Polynesia,Sweden
GB85PLIF18113857832003,outgoing,28330.23,Norway,Sweden
SE8902GYOU97729788286246,outgoing,1537.44,Sweden,Bulgaria
GB89DTWV70113108779423,incoming,13914.68,Mexico,Sweden
GB87HALP17837833343781,outgoing,49564.16,Zambia,Sweden
GB19XVUA48119104850932,outgoing,9949.78,American Samoa,Sweden
GB94VSGY04617235219543,outgoing,11895.38,Nicaragua,Sweden
GB29POXU04758412580856,outgoing,3564.92,Belize,Sweden
GB05XBPP48879869331751,outgoing,13700.59,Norway,Sweden
GB70WGNU42198473761623,incoming,36575.29,Mauritius,Sweden
GB22MTVB81288349761103,incoming,34719.79,Netherlands Antilles,Sweden
GB29MTKQ15163585109426,incoming,40556.29,Norway,Sweden
GB11VCMZ50314084720667,incoming,29968.94,Denmark,Sweden
SE8902FOXC84791598609467,incoming,46770.15,Sweden,Western Sahara
GB14ASQP92616595164249,outgoing,18243.3,Island,Sweden
GB77FBCW56875704995316,incoming,37677.07,Andorra,Sweden
GB55FLBS77299603514867,outgoing,15420.59,Island,Sweden
GB47IJUL70275749008054,outgoing,25524.12,Afghanistan,Sweden
SE8902YSLL26649994554341,incoming,3429.16,Sweden,Dominica
GB73HAZI83213893248961,incoming,10371.02,Iceland,Sweden
GB45YQVU51919271715617,incoming,33122.81,Yemen,Sweden
GB89VWAL42406993095439,outgoing,45972.76,Slovenia,Sweden
GB03WHQZ50398641129947,incoming,33235.81,British Indian Ocean Territory (Chagos Archipelago),Sweden
GB22WAOR80811582032437,incoming,37240.77,Portugal,Sweden
GB53HXDJ50714818836141,outgoing,11547.14,Lesotho,Sweden
GB22HCDG55124883777533,incoming,7554.6,Finland,Sweden
GB36VDBN20457381535271,outgoing,31439.82,Faroe Islands,Sweden
GB68EKOQ45239631748615,incoming,34017.09,Aruba,Sweden
GB43SUWG78247628257436,outgoing,37157.93,Chile,Sweden
GB54DCCE34370579783743,outgoing,7391.34,Poland,Sweden
GB04GHAU90614372335331,incoming,8472.35,Germany,Sweden
GB36ZJBM97925002149579,incoming,4643.86,Bouvet Island (Bouvetoya),Sweden
GB40LAZP88290883362597,outgoing,42649.02,Bosnia and Herzegovina,Sweden
GB93QWSO73824702030486,outgoing,31728.94,Sweden,Unknown
GB85CSMY32101469225793,outgoing,31926.33,Morocco,Sweden
GB95UKLG64326604096732,incoming,18869.69,New Zealand,Sweden
GB55OUWT11799441443461,incoming,31822.64,Estonia,Sweden
GB44YVFY58361493152612,outgoing,30979.23,Malaysia,Sweden
GB85QRNO81640133905622,incoming,11557.4,Liechtenstein,Sweden
GB50SYBV18387173185148,incoming,1808.37,Germany,Sweden
GB37WGBK62245782599290,incoming,6007.83,Faroe Islands,Sweden
GB80NGKS71926690438652,outgoing,33981.16,Latvia,Sweden
GB02EJGI25054758918215,incoming,21693.17,Solomon Islands,Sweden
GB04KPDH97643635813042,incoming,36750.9,Cocos (Keeling) Islands,Sweden
GB76DMLW27875567891810,incoming,47965.84,Finland,Sweden
GB71PDCE52234363148627,incoming,5352.5,Canada,Sweden
GB56UMHW03266142100543,incoming,42204.26,British Virgin Islands,Sweden
GB33BSOQ76620597507022,incoming,46503.65,Croatia,Sweden
GB89MYFG54173809601117,incoming,2532.22,Vanuatu,Sweden
GB21VAHY76950056508449,outgoing,19237.47,Island,Sweden
GB47POOC68095684352512,outgoing,28917.16,Romania,Sweden
GB61KWXU62532251139760,outgoing,4232.62,Island,Sweden
GB03CRLO29967757814590,incoming,34095.5,Germany,Sweden
GB94VOKK17145624990521,incoming,26799.94,Germany,Sweden
GB24PXQU35167600714036,incoming,21390.56,Malta,Sweden
GB42UHQO62315398724249,incoming,28073.88,Kuwait,Sweden
GB16KNCU99024327513197,incoming,10704.98,Korea,Sweden
GB04EUKI00292185848660,outgoing,15742.67,Portugal,Sweden
GB11CNIJ59234975145447,incoming,46778.48,Finland,Sweden
GB38MYDH57231996934241,incoming,31639.69,Vietnam,Sweden
GB66DNRQ01692060194288,incoming,41819.95,Ethiopia,Sweden
GB22JYLZ95685993947277,outgoing,20632.16,Island,Sweden
GB84PEWN29755093309973,incoming,2600.84,Zimbabwe,Sweden
GB28JPKD10225777866474,outgoing,49957.96,Guernsey,Sweden
GB34WQPG92898278492935,incoming,9767.37,North Macedonia,Sweden
GB69PFWS91682746169711,incoming,7614.57,Bahamas,Sweden
GB02UZKD40155116138046,incoming,3983.58,Senegal,Sweden
GB62GFON93002624413782,outgoing,43084.31,Germany,Sweden
GB86EYWK21562761449365,outgoing,33639.3,Brazil,Sweden
GB30QNVA74374119423159,incoming,22014.22,Tunisia,Sweden
GB31YRNN63175668994949,outgoing,12565.19,Portugal,Sweden
GB03HSMV58822319695246,outgoing,14224.07,Qatar,Sweden
GB07YIPB74205634001016,incoming,46889.76,Congo,Sweden
SE8902JFLG01724285840236,incoming,2803.0,Sweden,Bouvet Island (Bouvetoya)
GB96JKIG51059822109014,outgoing,42503.97,Bermuda,Sweden
GB30LCOJ03308462787265,outgoing,35799.98,Iran,Sweden
GB41VGCC99408644432251,outgoing,26386.16,Sudan,Sweden
GB85EYCU03445146713009,incoming,6568.41,Korea,Sweden
GB90MUQQ31227046983423,outgoing,25721.35,Iraq,Sweden
GB59HSBV91984096932985,outgoing,26927.23,Denmark,Sweden
GB26HKHX47269835687006,outgoing,1327.92,Ireland,Sweden
GB06HEDB74411116300969,outgoing,49644.14,Equatorial Guinea,Sweden
GB47JQXW67936900324150,incoming,3055.15,Aruba,Sweden
GB80OTPD41813078427375,outgoing,23056.45,Anguilla,Sweden
GB61LXFI88106523460985,incoming,38800.51,Island,Sweden
GB40ZNTB61614912405209,incoming,35563.96,Poland,Sweden
GB76YLIQ93231354455728,outgoing,38255.88,Island,Sweden
GB69JXJP02091029085666,outgoing,14264.74,Estonia,Sweden
GB33LUSX64111643697632,incoming,23664.15,Canada,Unknown
GB44LKMW08077278956030,incoming,39841.52,Estonia,Sweden
GB48OBQL63581366266380,incoming,33996.37,Latvia,Sweden
GB73UGHZ08441498406937,outgoing,14520.02,Isle of Man,Sweden
SE8902TBKW34062991571482,outgoing,29403.63,Sweden,Finland
GB95INEM17647532899720,outgoing,34902.77,Mauritania,Sweden
GB36LSNP97146881428973,outgoing,7002.95,Chad,Sweden
GB40HGOI63135741891257,outgoing,47122.02,Estonia,Sweden
GB69CJFS97707834168705,incoming,41983.81,Croatia,Sweden
GB78EZDB44516714370987,outgoing,8374.99,Norway,Sweden
GB62FPRF59202435415146,outgoing,18049.15,Sao Tome and Principe,Sweden
GB42QZPZ57532789345736,incoming,10575.24,Switzerland,Sweden
GB52RUSQ15944274196120,outgoing,9964.92,Argentina,Sweden
GB28FIJR91771598882878,incoming,47370.64,Russian Federation,Sweden
GB20GIYP38875420602805,incoming,884.14,Lithuania,Sweden
SE8902JPPD16064860435781,outgoing,20078.56,Sweden,Northern Mariana Islands
GB51INAS40111056205972,incoming,37342.2,Uruguay,Sweden
GB09GDQK32658988915584,incoming,9808.2,Saint Lucia,Sweden
GB49AYMU86672960492855,outgoing,5407.28,Estonia,Sweden
GB51MQBC79810716705669,outgoing,292.49,Island,Sweden
GB37RMVJ60954777132325,outgoing,31346.54,Bangladesh,Sweden
GB78XOQF81984132818466,outgoing,8168.97,Estonia,Sweden
SE8902BOXY64871872720401,incoming,44871.08,Sweden,Lebanon
GB54ZHDO01531264539886,incoming,738.47,Pitcairn Islands,Sweden
GB19WCXG00345683386142,outgoing,20048.04,Cocos (Keeling) Islands,Sweden
GB25AVDI95873965512064,outgoing,38795.02,United Kingdom,Sweden
GB59SIPS19299361972953,incoming,21744.05,Sweden,Unknown
GB30RGKI59076615771433,outgoing,26606.2,Cape Verde,Sweden
GB37DLKC13812370384583,incoming,49281.64,Papua New Guinea,Sweden
GB90ADJC50316085626454,incoming,10634.77,Estonia,Sweden
GB65PUOU45656894542446,outgoing,25983.35,Norway,Sweden
GB34EQET23423883246762,outgoing,28565.8,Denmark,Sweden
GB94OMEE59122885653541,incoming,8291.5,Finland,Sweden
GB84SEEX21032894352980,incoming,13609.29,Congo,Sweden
GB09RAIP78573529896931,outgoing,48184.84,Svalbard & Jan Mayen Islands,Sweden
GB56XSGN53748860724953,outgoing,34728.41,Saint Lucia,Sweden
GB57POFA63488486225338,incoming,29818.82,Poland,Sweden
GB40BTPX41358645131519,outgoing,22481.68,Denmark,Sweden
SE8902IKUU90169881819014,outgoing,31961.07,Sweden,American Samoa
GB75VSMI10251546810182,incoming,44445.92,Algeria,Sweden
SE8902LYRU49405628277247,outgoing,36562.02,Sweden,Bouvet Island (Bouvetoya)
GB36AGZH49100891331786,outgoing,20741.6,Uganda,Sweden
GB97EGUE34114892912433,incoming,40343.75,Denmark,Sweden
GB03JPNN26320880692169,outgoing,29166.9,Norway,Sweden
GB53EXKL31275967409330,incoming,39773.97,Cape Verde,Sweden
GB78FZHA89259466725052,outgoing,10112.31,Brunei Darussalam,Sweden
GB69OOXS47972780954482,outgoing,41289.47,Turkmenistan,Sweden
GB86KAMT38044254796131,incoming,4778.28,Puerto Rico,Sweden
GB64JPXU18290427844478,outgoing,4423.07,Benin,Sweden
GB24VVNK95506887656521,outgoing,40030.63,Dominican Republic,Sweden
GB59CWSZ08891120570568,incoming,33442.65,Zambia,Sweden
GB80KILM14634447172041,incoming,37423.67,Jordan,Sweden
GB04YEYA95245134518157,incoming,30158.57,Norway,Sweden
GB21WBOX75451459429457,incoming,44458.62,Congo,Sweden
GB76AHOJ52379880076319,outgoing,42439.33,Western Sahara,Sweden
GB44NPDG69946984531737,incoming,18592.79,Haiti,Sweden
GB23YIWZ90736694954756,outgoing,594.48,Norway,Sweden
GB10KKIX32727856132207,incoming,28092.67,Finland,Sweden
GB37DBZP92933039911534,outgoing,20755.04,Lao People's Democratic Republic,Sweden
GB12LKLN72011625832845,incoming,47178.03,Finland,Sweden
GB68HNVG10362046380669,incoming,22197.24,Norway,Sweden
GB35AMCP91453891543695,incoming,460.61,Ukraine,Sweden
GB61FMLQ74382054057506,incoming,17360.02,Romania,Sweden
GB96BXCK76893804868770,outgoing,8999.53,American Samoa,Sweden
GB04BMLR05010345030928,incoming,18015.9,Tokelau,Sweden
GB90FCIF47969965037457,incoming,14417.32,Vanuatu,Sweden
GB74TKKK39931307913045,outgoing,31774.95,Germany,Sweden
GB44SAZF29899367740997,outgoing,5135.84,Uzbekistan,Sweden
GB64EIHW09165349789235,outgoing,49731.5,Island,Unknown
GB60VTIR10536600141423,outgoing,5372.66,Suriname,Sweden
GB07WFSV08677545482404,outgoing,16966.07,Gibraltar,Sweden
GB62CWZQ96059264908620,outgoing,19213.6,Malta,Sweden
GB90KOMA58692377733577,outgoing,37141.98,Saint Martin,Sweden
GB77CTVG41525173110633,outgoing,30487.14,Georgia,Sweden
GB26OFNY99076692617126,incoming,9599.04,Jamaica,Sweden
GB30SBCH64319869221059,outgoing,29980.32,Guadeloupe,Sweden
SE8902IGKY05275707479128,incoming,30268.28,Sweden,Armenia
GB06SQCE74587684801772,outgoing,874.52,Wallis and Futuna,Sweden
GB15HXVO32255975405100,outgoing,23946.27,Poland,Sweden
GB58IOUP99382464051225,outgoing,15117.16,Azerbaijan,Sweden
GB50IRAL61924194790895,incoming,32197.93,Botswana,Sweden
GB91ZEES71302729525609,outgoing,35553.3,Norway,Sweden
GB33FFTC44252172278020,outgoing,39833.37,Denmark,Sweden
GB45IJTB39542465505559,outgoing,35506.33,Denmark,Sweden
GB20EOHQ26657218853564,outgoing,42506.82,Germany,Sweden
GB46XIOW92806034748474,incoming,17739.24,Botswana,Sweden
GB43ASDF59088225436864,incoming,40533.14,Greenland,Sweden
GB77IKJU28995805259412,incoming,24879.81,Poland,Sweden
GB24ZUSS66695413773598,incoming,13972.73,Germany,Sweden
GB94KXAW67600691236050,incoming,4632.06,United Arab Emirates,Sweden
GB41GNLZ22693528302720,incoming,23371.12,Island,Sweden
GB31YVHG70467516488060,outgoing,14442.52,Estonia,Sweden
GB67TDAD80513857188477,incoming,10186.21,Unknown,Sweden
GB22SIPO97147258235151,outgoing,31252.09,Poland,Sweden
GB20DSSC60300000991594,outgoing,18086.25,Estonia,Sweden
GB34GADD32982715602436,outgoing,14755.54,Island,Sweden
GB19JOCD96316280336836,outgoing,1191.5,Saint Martin,Sweden
GB14LPOU04210089647167,outgoing,28756.11,Moldova,Sweden
